id,firstName,lastName,gender,dateOfBirth,yearArrivedInUS,countryOfBirth,citizenship,languageSpokenAtHome,priorEducation,basisForAdmission,enrollmentYear,programCompleted,completionYear,fieldOfEducation,sat,toefl,gmat,gre,graduateLevel,gpa,typeOfAttendence,modeOfAttendance,tempAddress,permanentAddress,equity,course
92,Catherine,Carpenter,Female,5/19/1987,N/A,United States,United States,English,Bachelor,Skills,2011,Completed,2013,Business,N/A,95,770,N/A,Postgraduate,3.1,Full-time,internal,"9 Bultman Street, Pittsburgh, PA","189 Vahlen Court, College Station, TX",N/A,M. of Arts Management
93,Antonio,Harris,Male,10/25/1991,N/A,United States,United States,English,Bachelor,Skills,2010,Completed,2014,Business,2310,106,770,N/A,Undergraduate,3.6,Full-time,internal,"01083 Mallory Crossing, Pittsburgh, PA","30398 Towne Park, San Antonio, TX",N/A,B.A. in English
94,George,Morgan,Male,12/31/1988,N/A,United States,United States,English,Master,Awards,2010,Completed,2014,Science,N/A,115,N/A,336,Postgraduate,3.7,Full-time,internal,"0530 Fair Oaks Parkway, Pittsburgh, PA","0 Myrtle Terrace, Odessa, TX",N/A,M.S. in Computer Science
95,Teresa,Barnes,Female,6/6/1989,N/A,United States,United States,English,Bachelor,GMAT/GRE,2010,Completed,2013,Engineering,N/A,97,N/A,336,Postgraduate,4.1,Part-time,internal,"04795 Sutteridge Court, Pittsburgh, PA","62 Gateway Point, Arlington, VA",N/A,M.S. in Mechanical Engineering
96,Clarence,Gardner,Male,2/7/1986,N/A,United States,United States,English,Bachelor,GMAT/GRE,2010,Completed,2014,Science,2140,100,N/A,329,Undergraduate,4,Full-time,multi-modal,"2 Sommers Court, Pittsburgh, PA","187 Anniversary Circle, Kalamazoo, MI",N/A,B.S. in Chemistry
97,Eugene,Collins,Male,9/22/1993,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2012,Business,2350,114,750,N/A,Undergraduate,3.8,Full-time,internal,"8109 Manitowish Avenue, Pittsburgh, PA","25434 Cascade Drive, Beaumont, TX",N/A,B.S. in Statistics
98,Ronald,Williams,Male,8/10/1991,N/A,United States,United States,English,Bachelor,Awards,2010,Completed,2012,Science,2170,120,N/A,337,Undergraduate,4.1,Full-time,internal,"71108 Novick Drive, Pittsburgh, PA","45423 Golf View Drive, Kansas City, KS",N/A,B.S. in Computer Science
99,Terry,Gomez,Male,7/4/1988,N/A,United States,United States,English,Bachelor,Academic excellence,2011,Completed,2015,Engineering,N/A,97,N/A,332,Postgraduate,3.7,Full-time,internal,"1 Lyons Parkway, Pittsburgh, PA","90 Marcy Court, Salt Lake City, UT",N/A,M.S. in Environmental Management and Science
100,Alan,Gonzales,Male,2/24/1990,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2014,Engineering,N/A,95,N/A,339,Postgraduate,3.6,Full-time,internal,"143 Village Drive, Pittsburgh, PA","3 Messerschmidt Plaza, Midland, TX",N/A,M.S. in Civil and Environmental Engineering
101,Barbara,Phillips,Female,8/22/1993,N/A,United States,United States,English,Bachelor,Others,2010,Completed,2014,Science,2290,117,N/A,337,Undergraduate,3,Full-time,internal,"74 Lerdahl Trail, Pittsburgh, PA","6183 Hauk Street, Miami, FL",N/A,B.S. in Computer Science
102,Debra,Ortiz,Female,11/2/1985,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2012,Science,2130,92,N/A,338,Undergraduate,3.9,Full-time,multi-modal,"7 Acker Court, Pittsburgh, PA","74201 Pankratz Street, Detroit, MI",N/A,B.S. in Computer Science
103,Christopher,Medina,Male,7/18/1987,N/A,United States,United States,English,Bachelor,GMAT/GRE,2010,Completed,2015,Science,2210,112,N/A,338,Undergraduate,3.8,Part-time,internal,"959 Elgar Place, Pittsburgh, PA","10883 Dovetail Park, Boca Raton, FL",N/A,B.S. in Music and Technology
104,Patrick,Gonzalez,Male,8/15/1987,N/A,United States,United States,English,Bachelor,Awards,2010,Completed,2014,Business,N/A,113,770,N/A,Postgraduate,3.6,Full-time,internal,"39 Montana Court, Pittsburgh, PA","818 Macpherson Parkway, New York City, NY",N/A,M. of Statistical Practices
105,Janet,Coleman,Female,6/12/1993,N/A,United States,United States,English,Bachelor,Awards,2011,Completed,2015,Science,N/A,105,N/A,332,Postgraduate,3,Full-time,internal,"8343 Colorado Center, Pittsburgh, PA","10167 Nobel Avenue, Saint Louis, MO",N/A,M.S. in Computer Science
106,Evelyn,Nguyen,Female,11/10/1993,N/A,United States,United States,English,Bachelor,Others,2011,Completed,2013,Science,N/A,115,N/A,338,Postgraduate,3.4,Full-time,internal,"11362 Brown Plaza, Pittsburgh, PA","6 Lawn Alley, Pittsburgh, PA",N/A,M.S. in Machine Learning
107,Louise,Gonzales,Female,12/10/1990,N/A,United States,United States,English,Bachelor,Awards,2010,Completed,2012,Engineering,2190,109,N/A,336,Undergraduate,3.1,Full-time,internal,"016 Warbler Pass, Pittsburgh, PA","48893 Summer Ridge Drive, Fort Worth, TX",N/A,B.S. in Music and Technology
108,Ashley,Dixon,Female,3/5/1987,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2012,Business,N/A,112,730,N/A,Postgraduate,3.2,Full-time,internal,"2973 Farragut Way, Pittsburgh, PA","22093 Ryan Center, Louisville, KY",N/A,M. of Statistical Practices
109,Timothy,Marshall,Male,3/15/1992,N/A,United States,United States,English,Master,Academic excellence,2010,Completed,2012,Science,2100,112,N/A,338,Undergraduate,3.5,Full-time,internal,"235 Grayhawk Avenue, Pittsburgh, PA","601 Schurz Avenue, Topeka, KS",N/A,B.S. in Music and Technology
110,Alice,Hanson,Female,4/6/1991,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2012,Science,2080,116,N/A,325,Undergraduate,3.6,Full-time,internal,"9858 Chinook Street, Pittsburgh, PA","6 Victoria Pass, Corpus Christi, TX",N/A,B.S. in Biological Sciences
111,Michelle,Howard,Female,10/16/1987,N/A,United States,United States,English,Bachelor,Industrial Experiences,2010,Completed,2014,Engineering,2260,118,N/A,339,Undergraduate,4,Full-time,internal,"3231 Loomis Avenue, Pittsburgh, PA","5610 Hanson Street, Anchorage, AK",N/A,B.S. in Electrical and Computer Engineering
112,Nancy,Fernandez,Female,3/13/1994,N/A,United States,United States,English,Bachelor,Awards,2010,Completed,2014,Business,N/A,102,770,N/A,Postgraduate,3.2,Full-time,internal,"196 Hayes Plaza, Pittsburgh, PA","8 Express Center, Louisville, KY",N/A,M.S. in Behavioral Decision Research
113,Joshua,Miller,Male,1/13/1985,N/A,United States,United States,English,Bachelor,Industrial Experiences,2011,Completed,2013,Science,N/A,107,N/A,338,Postgraduate,3.7,Full-time,internal,"478 Schiller Alley, Pittsburgh, PA","80126 Upham Place, Rochester, NY",N/A,M.S. in Pure and Applied Logic
114,Andrew,Weaver,Male,9/27/1990,N/A,United States,United States,English,Bachelor,Awards,2011,Dropped,N/A,Engineering,2210,120,N/A,338,Undergraduate,2.5,Full-time,multi-modal,"181 Veith Junction, Pittsburgh, PA","442 Jana Crossing, Saint Cloud, MN",N/A,B.S. in Electrical and Computer Engineering
115,Jacqueline,Johnson,Female,2/2/1985,N/A,United States,United States,English,Bachelor,Industrial Experiences,2010,Completed,2014,Science,N/A,111,N/A,327,Postgraduate,3.1,Full-time,internal,"270 Bunting Way, Pittsburgh, PA","3 Southridge Hill, Washington, DC",N/A,M. of Software Engineering
116,Randy,Meyer,Male,4/19/1989,N/A,United States,United States,English,Bachelor,Skills,2011,Completed,2015,Science,2050,113,N/A,328,Undergraduate,3,Full-time,multi-modal,"448 6th Center, Pittsburgh, PA","57 Trailsway Court, Miami, FL",N/A,B.S. in Computer Science
117,Philip,Cole,Male,10/30/1991,N/A,United States,United States,English,Bachelor,GMAT/GRE,2010,Completed,2015,Engineering,N/A,99,N/A,325,Postgraduate,3.5,Full-time,multi-modal,"7741 Mesta Pass, Pittsburgh, PA","6 Bultman Street, San Jose, CA",N/A,M.S. in Chemical Engineering
118,Chris,Collins,Male,10/4/1989,N/A,United States,United States,English,Bachelor,Academic excellence,2011,Completed,2013,Engineering,2260,94,N/A,332,Undergraduate,3.1,Full-time,internal,"77096 Northland Trail, Pittsburgh, PA","390 Eagan Point, Kingsport, TN",N/A,B.S. in Mechanical Engineering
119,Gerald,Washington,Male,11/30/1986,N/A,United States,United States,English,Bachelor,Others,2010,Completed,2012,Business,2080,109,770,N/A,Undergraduate,3.1,Full-time,internal,"81 Leroy Point, Pittsburgh, PA","073 Crownhardt Circle, Orange, CA",N/A,B.S. in Economics
120,Susan,Thompson,Female,1/21/1988,N/A,United States,United States,English,Bachelor,Academic excellence,2011,Completed,2015,Engineering,2280,112,N/A,326,Undergraduate,3.8,Full-time,internal,"17147 Lakewood Drive, Pittsburgh, PA","10266 Manley Junction, Fort Wayne, IN",N/A,B.S. in Mechanical Engineering
121,Kathy,Montgomery,Female,12/22/1986,N/A,United States,United States,English,Bachelor,GMAT/GRE,2011,Completed,2015,Engineering,2180,111,N/A,336,Undergraduate,3.6,Full-time,internal,"963 Corry Place, Pittsburgh, PA","9 Dennis Point, West Palm Beach, FL",N/A,B.S. in Electrical and Computer Engineering
122,Theresa,Watkins,Female,8/11/1985,N/A,United States,United States,English,Bachelor,Skills,2010,Completed,2014,Science,2200,104,N/A,335,Undergraduate,4,Full-time,multi-modal,"7298 Lindbergh Plaza, Pittsburgh, PA","3550 Killdeer Park, New Haven, CT",N/A,B.S. in Music and Technology
123,Eugene,Lane,Male,9/5/1988,N/A,United States,United States,English,Bachelor,Academic excellence,2011,Completed,2015,Engineering,N/A,116,N/A,332,Postgraduate,3.3,Full-time,internal,"80 Orin Place, Pittsburgh, PA","97784 Mcguire Pass, Memphis, TN",N/A,M.S. in Environmental Management and Science
124,Christina,Harris,Female,10/30/1989,N/A,United States,United States,English,Bachelor,Industrial Experiences,2011,Completed,2015,Science,N/A,114,N/A,340,Postgraduate,4,Full-time,internal,"7 Waxwing Junction, Pittsburgh, PA","46670 Longview Way, Miami, FL",N/A,Combinatorics and Optimization
125,Robin,Ortiz,Female,1/31/1985,N/A,United States,United States,English,Bachelor,Others,2011,Completed,2013,Business,2190,107,720,N/A,Undergraduate,3.1,Full-time,internal,"4 Commercial Parkway, Pittsburgh, PA","45501 Dawn Way, Colorado Springs, CO",N/A,B.A. in English
126,Robert,Bell,Male,3/25/1986,N/A,United States,United States,English,Master,GMAT/GRE,2011,Completed,2015,Science,N/A,106,N/A,328,Postgraduate,3.7,Full-time,internal,"141 Eliot Park, Pittsburgh, PA","01866 Thackeray Hill, Honolulu, HI",N/A,M.S. in Computer Science
127,Nicole,Simmons,Female,4/15/1993,N/A,United States,United States,English,Bachelor,Skills,2010,Completed,2012,Science,2110,98,N/A,336,Undergraduate,3.8,Full-time,internal,"8438 Kipling Center, Pittsburgh, PA","6139 Logan Street, Hartford, CT",N/A,B.S. in Chemistry
128,Robert,White,Male,2/22/1988,N/A,United States,United States,English,Bachelor,Skills,2011,Completed,2015,Science,2100,108,N/A,336,Undergraduate,3.9,Full-time,internal,"3 Wayridge Crossing, Pittsburgh, PA","89910 Red Cloud Point, Fresno, CA",N/A,B.S. in Biological Sciences
129,Barbara,Pierce,Female,11/17/1992,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2012,Engineering,2260,110,N/A,331,Undergraduate,3.6,Full-time,internal,"2524 Paget Way, Pittsburgh, PA","39 Alpine Alley, Phoenix, AZ",N/A,B.S. in Music and Technology
130,Laura,Grant,Female,9/28/1987,N/A,United States,United States,English,Bachelor,Skills,2011,Completed,2013,Science,N/A,116,N/A,328,Postgraduate,3.4,Full-time,internal,"3 Stuart Junction, Pittsburgh, PA","181 Fair Oaks Drive, Tampa, FL",N/A,M.S. in Computer Science
131,Virginia,Kennedy,Female,1/25/1991,N/A,United States,United States,English,Bachelor,Academic excellence,2011,Completed,2015,Engineering,N/A,104,N/A,328,Postgraduate,3.6,Full-time,multi-modal,"22676 Crowley Street, Pittsburgh, PA","2 Fairfield Plaza, Kent, WA",Regional/Remote,M.S. in Music and Technology
132,Craig,Burton,Male,5/30/1988,N/A,United States,United States,English,Bachelor,Awards,2011,Completed,2015,Science,N/A,94,N/A,333,Postgraduate,3.5,Full-time,internal,"139 Utah Hill, Pittsburgh, PA","8 Di Loreto Hill, Atlanta, GA",N/A,M.S. in Machine Learning
133,Cheryl,Arnold,Female,3/16/1994,N/A,United States,United States,English,Bachelor,Industrial Experiences,2010,Completed,2012,Engineering,2170,102,N/A,328,Undergraduate,3.2,Full-time,internal,"036 Sunnyside Drive, Pittsburgh, PA","4 Sachs Circle, Washington, DC",N/A,B.S. in Mechanical Engineering
134,Patricia,Cunningham,Female,9/2/1990,N/A,United States,United States,English,Bachelor,Industrial Experiences,2011,Completed,2013,Engineering,2150,120,N/A,338,Undergraduate,3.1,Full-time,internal,"0 Lakewood Pass, Pittsburgh, PA","69731 Pennsylvania Crossing, Maple Plain, MN",N/A,B.S. in Chemical Engineering
135,Lori,Robinson,Female,7/30/1987,N/A,United States,United States,English,Bachelor,Industrial Experiences,2011,Completed,2013,Engineering,N/A,115,N/A,328,Postgraduate,3.3,Full-time,internal,"36 Daystar Pass, Pittsburgh, PA","08 Raven Road, Los Angeles, CA",N/A,M.S. in Environmental Engineering
136,Joan,Ferguson,Female,3/9/1993,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2012,Science,2110,112,N/A,333,Undergraduate,3.1,Full-time,external,"23 Browning Terrace, Anchorage, AK","23 Browning Terrace, Anchorage, AK",N/A,B.S. in Biological Sciences
137,Pamela,Moore,Female,4/27/1987,N/A,United States,United States,English,Bachelor,Others,2010,Completed,2014,Engineering,2160,116,N/A,337,Undergraduate,3.6,Full-time,external,"09 Mayfield Hill, Gaithersburg, MD","09 Mayfield Hill, Gaithersburg, MD",N/A,B.S. in an engineering discipline and Biomedical Engineering
138,Pamela,Hernandez,Female,10/30/1991,N/A,United States,United States,English,Bachelor,Awards,2010,Completed,2012,Engineering,N/A,105,N/A,325,Postgraduate,3.4,Full-time,multi-modal,"56554 Sheridan Place, Pittsburgh, PA","85 Basil Court, San Jose, CA",N/A,M.S. in Chemical Engineering
139,Joyce,Reynolds,Female,6/25/1991,N/A,United States,United States,English,Bachelor,GMAT/GRE,2011,Completed,2013,Engineering,N/A,105,N/A,334,Postgraduate,3.7,Full-time,internal,"60 Artisan Court, Pittsburgh, PA","079 Valley Edge Place, Denver, CO",N/A,M.S. in Civil and Environmental Engineering
140,Diane,Ortiz,Female,7/13/1994,N/A,United States,United States,English,Bachelor,Skills,2010,Completed,2014,Science,N/A,105,N/A,330,Postgraduate,3.8,Full-time,internal,"94 Cherokee Trail, Pittsburgh, PA","595 Canary Road, Sacramento, CA",N/A,M.S. in Human-Computer Interaction
141,Carolyn,Austin,Female,7/24/1991,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2014,Business,2140,92,750,N/A,Undergraduate,3.2,Full-time,internal,"2137 Corry Terrace, Pittsburgh, PA","3191 Basil Parkway, Roanoke, VA",N/A,B.A. in English
142,Shawn,Mason,Male,12/14/1987,N/A,United States,United States,English,Bachelor,Academic excellence,2011,Completed,2015,Science,2310,100,N/A,329,Undergraduate,3.9,Full-time,multi-modal,"8 Porter Crossing, Pittsburgh, PA","23 Carberry Lane, Norwalk, CT",N/A,B.S. in Computer Science
143,Virginia,Mccoy,Female,7/9/1989,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2012,Science,2080,103,N/A,331,Undergraduate,3.4,Full-time,multi-modal,"1550 Elka Drive, Pittsburgh, PA","94960 Miller Way, Temple, TX",N/A,B.S. in Biological Sciences
144,Jessica,Rivera,Female,9/17/1986,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2014,Science,N/A,94,N/A,330,Postgraduate,3.8,Full-time,internal,"7080 Schurz Place, Pittsburgh, PA","3 Prairie Rose Road, Springfield, IL",N/A,M.S. in Music and Technology
145,Douglas,Cunningham,Male,9/18/1991,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2012,Science,N/A,92,N/A,338,Postgraduate,3.4,Full-time,internal,"142 Arkansas Junction, Pittsburgh, PA","818 Farwell Place, Kansas City, MO",N/A,M.S. in Information Networking
146,Juan,Carter,Male,1/18/1985,N/A,United States,United States,English,Master,Academic excellence,2010,Completed,2012,Science,N/A,107,N/A,328,Postgraduate,3.2,Full-time,internal,"2834 Arizona Drive, Pittsburgh, PA","73328 Towne Park, Seattle, WA",N/A,M.S. in Computer Science
147,Brian,Olson,Male,3/25/1987,N/A,United States,United States,English,Bachelor,Awards,2011,Completed,2015,Science,N/A,107,N/A,333,Postgraduate,3.5,Full-time,external,"2305 Valley Edge Court, Phoenix, AZ","2305 Valley Edge Court, Phoenix, AZ",N/A,M.S. in Computer Science
148,Anna,Little,Female,2/25/1992,N/A,United States,United States,English,Bachelor,Academic excellence,2011,Completed,2013,Science,2300,101,N/A,340,Undergraduate,3.7,Full-time,internal,"49 Fulton Terrace, Pittsburgh, PA","5233 Dunning Parkway, New York City, NY",N/A,B.S. in Computer Science
149,Fred,Chapman,Male,5/5/1990,N/A,United States,United States,English,Bachelor,GMAT/GRE,2010,Completed,2014,Science,2280,113,N/A,331,Undergraduate,3.9,Full-time,internal,"3644 Dawn Circle, Pittsburgh, PA","73 Chinook Pass, Conroe, TX",N/A,B.S. in Biological Sciences
150,Matthew,Lopez,Male,2/23/1992,N/A,United States,United States,English,Bachelor,Industrial Experiences,2010,Completed,2012,Business,2140,111,680,N/A,Undergraduate,3.1,Full-time,internal,"3701 Maryland Alley, Pittsburgh, PA","6 Kinsman Road, Montgomery, AL",N/A,B.A. in Professional Writing
151,Howard,Collins,Male,1/29/1988,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2012,Engineering,2260,112,N/A,327,Undergraduate,3.8,Full-time,internal,"5 Bay Plaza, Pittsburgh, PA","3168 Express Circle, Bronx, NY",N/A,B.S. in Mechanical Engineering
152,Elizabeth,Medina,Female,1/27/1989,N/A,United States,United States,English,Bachelor,Academic excellence,2011,Dropped,N/A,Science,2120,105,N/A,331,Undergraduate,2.6,Full-time,internal,"83485 Dovetail Avenue, Pittsburgh, PA","7519 Mesta Lane, Glendale, AZ",N/A,B.S. in Biological Sciences
153,Harry,Elliott,Male,8/19/1991,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2014,Science,2080,106,N/A,329,Undergraduate,3.4,Full-time,multi-modal,"313 Spaight Avenue, Pittsburgh, PA","539 Hayes Plaza, Minneapolis, MN",N/A,B.S. in Music and Technology
154,Cheryl,Jenkins,Female,4/8/1990,N/A,United States,United States,English,Bachelor,Others,2011,Completed,2015,Engineering,2280,109,N/A,336,Undergraduate,3.5,Full-time,internal,"35351 Pond Road, Pittsburgh, PA","87 Mcbride Place, Rochester, NY",N/A,B.S. in Civil Engineering
155,Joyce,Kelly,Female,5/14/1987,N/A,United States,United States,English,Bachelor,Academic excellence,2010,Completed,2014,Business,2060,113,710,N/A,Undergraduate,4.1,Full-time,internal,"99 Heath Crossing, Pittsburgh, PA","4 Starling Junction, Arlington, VA",N/A,B.A. in English
